TRANSACTION_ID,BENEFICIARY_BANK_BIC,BIC_COUNTRY_CODE
29941,DEUTDEFF,DE
31704,DEUTDEFF,DE
34045,DEUTDEFF,DE
34261,DEUTDEFF,DE
34662,DEUTDEFF,DE
37062,DEUTDEFF,DE
37765,DEUTDEFF,DE
40520,DEUTDEFF,DE
42108,DEUTDEFF,DE
48925,DEUTDEFF,DE
49323,DEUTDEFF,DE
49521,DEUTDEFF,DE
49740,DEUTDEFF,DE
50661,DEUTDEFF,DE
50886,DEUTDEFF,DE
53647,DEUTDEFF,DE
55601,DEUTDEFF,DE
55726,DEUTDEFF,DE
80143,DEUTDEFF,DE
80906,DEUTDEFF,DE
81102,DEUTDEFF,DE
83485,DEUTDEFF,DE
87204,DEUTDEFF,DE
89682,DEUTDEFF,DE
90346,DEUTDEFF,DE
93227,DEUTDEFF,DE
134641,DEUTDEFF,DE
136800,DEUTDEFF,DE
138707,DEUTDEFF,DE
141823,DEUTDEFF,DE
142380,DEUTDEFF,DE
143581,DEUTDEFF,DE
146902,DEUTDEFF,DE
147024,DEUTDEFF,DE
148565,DEUTDEFF,DE
114881,DEUTDEFF,DE
118041,DEUTDEFF,DE
120401,DEUTDEFF,DE
121383,DEUTDEFF,DE
121508,DEUTDEFF,DE
58688,DEUTDEFF,DE
60421,DEUTDEFF,DE
61266,DEUTDEFF,DE
61847,DEUTDEFF,DE
64325,DEUTDEFF,DE
65345,DEUTDEFF,DE
68825,DEUTDEFF,DE
69063,DEUTDEFF,DE
71701,DEUTDEFF,DE
98865,DEUTDEFF,DE
102565,DEUTDEFF,DE
103725,DEUTDEFF,DE
109820,DEUTDEFF,DE
110223,DEUTDEFF,DE
110861,DEUTDEFF,DE
2527,DEUTDEFF,DE
5965,DEUTDEFF,DE
18180,DEUTDEFF,DE
20561,DEUTDEFF,DE
20901,DEUTDEFF,DE
21944,DEUTDEFF,DE
22703,DEUTDEFF,DE
22923,DEUTDEFF,DE
23282,DEUTDEFF,DE
25682,DEUTDEFF,DE
26764,DEUTDEFF,DE
29548,DEUTDEFF,DE
31906,DEUTDEFF,DE
34566,DEUTDEFF,DE
39006,DEUTDEFF,DE
40643,DEUTDEFF,DE
41008,DEUTDEFF,DE
46864,DEUTDEFF,DE
49761,DEUTDEFF,DE
55588,DEUTDEFF,DE
76400,DEUTDEFF,DE
79023,DEUTDEFF,DE
82582,DEUTDEFF,DE
91460,DEUTDEFF,DE
92343,DEUTDEFF,DE
92785,DEUTDEFF,DE
135966,DEUTDEFF,DE
141266,DEUTDEFF,DE
141381,DEUTDEFF,DE
146183,DEUTDEFF,DE
147146,DEUTDEFF,DE
148145,DEUTDEFF,DE
112564,DEUTDEFF,DE
113581,DEUTDEFF,DE
114865,DEUTDEFF,DE
116625,DEUTDEFF,DE
120747,DEUTDEFF,DE
123383,DEUTDEFF,DE
131128,DEUTDEFF,DE
57968,DEUTDEFF,DE
59625,DEUTDEFF,DE
66546,DEUTDEFF,DE
68088,DEUTDEFF,DE
71760,DEUTDEFF,DE
95505,DEUTDEFF,DE
102147,DEUTDEFF,DE
102365,DEUTDEFF,DE
103242,DEUTDEFF,DE
105942,DEUTDEFF,DE
107947,DEUTDEFF,DE
110586,DEUTDEFF,DE
112160,DEUTDEFF,DE
2064,DEUTDEFF,DE
6608,DEUTDEFF,DE
8482,DEUTDEFF,DE
10744,DEUTDEFF,DE
13127,DEUTDEFF,DE
16120,DEUTDEFF,DE
17727,DEUTDEFF,DE
20445,DEUTDEFF,DE
25262,DEUTDEFF,DE
28681,DEUTDEFF,DE
30028,DEUTDEFF,DE
32660,DEUTDEFF,DE
33121,DEUTDEFF,DE
34825,DEUTDEFF,DE
36986,DEUTDEFF,DE
38742,DEUTDEFF,DE
41183,DEUTDEFF,DE
41221,DEUTDEFF,DE
41622,DEUTDEFF,DE
41926,DEUTDEFF,DE
45445,DEUTDEFF,DE
49248,DEUTDEFF,DE
55408,DEUTDEFF,DE
55928,DEUTDEFF,DE
77248,DEUTDEFF,DE
77941,DEUTDEFF,DE
78986,DEUTDEFF,DE
83287,DEUTDEFF,DE
84741,DEUTDEFF,DE
86127,DEUTDEFF,DE
88488,DEUTDEFF,DE
89348,DEUTDEFF,DE
92447,DEUTDEFF,DE
93727,DEUTDEFF,DE
132846,DEUTDEFF,DE
143426,DEUTDEFF,DE
146380,DEUTDEFF,DE
146987,DEUTDEFF,DE
121043,DEUTDEFF,DE
122280,DEUTDEFF,DE
124006,DEUTDEFF,DE
126884,DEUTDEFF,DE
128084,DEUTDEFF,DE
131203,DEUTDEFF,DE
57408,DEUTDEFF,DE
59100,DEUTDEFF,DE
63427,DEUTDEFF,DE
73241,DEUTDEFF,DE
96287,DEUTDEFF,DE
97522,DEUTDEFF,DE
98444,DEUTDEFF,DE
104466,DEUTDEFF,DE
105441,DEUTDEFF,DE
107721,DEUTDEFF,DE
108068,DEUTDEFF,DE
108865,DEUTDEFF,DE
109287,DEUTDEFF,DE
1147,DEUTDEFF,DE
3027,DEUTDEFF,DE
4004,DEUTDEFF,DE
7561,DEUTDEFF,DE
10567,DEUTDEFF,DE
10627,DEUTDEFF,DE
13407,DEUTDEFF,DE
19645,DEUTDEFF,DE
24560,DEUTDEFF,DE
25345,DEUTDEFF,DE
34105,DEUTDEFF,DE
39187,DEUTDEFF,DE
43628,DEUTDEFF,DE
46942,DEUTDEFF,DE
50084,DEUTDEFF,DE
50280,DEUTDEFF,DE
52381,DEUTDEFF,DE
55825,DEUTDEFF,DE
78327,DEUTDEFF,DE
80625,DEUTDEFF,DE
82462,DEUTDEFF,DE
86640,DEUTDEFF,DE
91246,DEUTDEFF,DE
133680,DEUTDEFF,DE
135427,DEUTDEFF,DE
138748,DEUTDEFF,DE
146743,DEUTDEFF,DE
148826,DEUTDEFF,DE
120025,DEUTDEFF,DE
126380,DEUTDEFF,DE
57242,DEUTDEFF,DE
58203,DEUTDEFF,DE
61767,DEUTDEFF,DE
68743,DEUTDEFF,DE
70683,DEUTDEFF,DE
71241,DEUTDEFF,DE
71741,DEUTDEFF,DE
74086,DEUTDEFF,DE
94487,DEUTDEFF,DE
100868,DEUTDEFF,DE
101861,DEUTDEFF,DE
103642,DEUTDEFF,DE
110185,DEUTDEFF,DE
70,BABOROBB,RO
10637,BABOROBB,RO
13395,BABOROBB,RO
14690,BABOROBB,RO
21193,BABOROBB,RO
24237,BABOROBB,RO
24299,BABOROBB,RO
28678,BABOROBB,RO
29473,BABOROBB,RO
48429,BABOROBB,RO
51512,BABOROBB,RO
51951,BABOROBB,RO
80694,BABOROBB,RO
83354,BABOROBB,RO
91939,BABOROBB,RO
137433,BABOROBB,RO
142712,BABOROBB,RO
113034,BABOROBB,RO
117098,BABOROBB,RO
67773,BABOROBB,RO
94491,BABOROBB,RO
3229,BABOROBB,RO
7252,BABOROBB,RO
9372,BABOROBB,RO
12210,BABOROBB,RO
12896,BABOROBB,RO
13099,BABOROBB,RO
17077,BABOROBB,RO
27891,BABOROBB,RO
30177,BABOROBB,RO
34018,BABOROBB,RO
34830,BABOROBB,RO
40656,BABOROBB,RO
52053,BABOROBB,RO
52877,BABOROBB,RO
54814,BABOROBB,RO
83159,BABOROBB,RO
88718,BABOROBB,RO
139353,BABOROBB,RO
144798,BABOROBB,RO
113457,BABOROBB,RO
119069,BABOROBB,RO
123030,BABOROBB,RO
124376,BABOROBB,RO
57299,BABOROBB,RO
59896,BABOROBB,RO
74890,BABOROBB,RO
94455,BABOROBB,RO
96378,BABOROBB,RO
97092,BABOROBB,RO
106953,BABOROBB,RO
110193,BABOROBB,RO
173,BABOROBB,RO
5034,BABOROBB,RO
13350,BABOROBB,RO
13733,BABOROBB,RO
15073,BABOROBB,RO
17593,BABOROBB,RO
27598,BABOROBB,RO
29098,BABOROBB,RO
29916,BABOROBB,RO
30557,BABOROBB,RO
32718,BABOROBB,RO
34958,BABOROBB,RO
35615,BABOROBB,RO
37831,BABOROBB,RO
52856,BABOROBB,RO
54858,BABOROBB,RO
76574,BABOROBB,RO
78611,BABOROBB,RO
80376,BABOROBB,RO
86793,BABOROBB,RO
87017,BABOROBB,RO
132191,BABOROBB,RO
132651,BABOROBB,RO
134111,BABOROBB,RO
139418,BABOROBB,RO
141459,BABOROBB,RO
148798,BABOROBB,RO
149349,BABOROBB,RO
118874,BABOROBB,RO
121533,BABOROBB,RO
127452,BABOROBB,RO
128898,BABOROBB,RO
130372,BABOROBB,RO
57409,BABOROBB,RO
60758,BABOROBB,RO
61599,BABOROBB,RO
65254,BABOROBB,RO
67979,BABOROBB,RO
68017,BABOROBB,RO
70036,BABOROBB,RO
72412,BABOROBB,RO
97455,BABOROBB,RO
1855,BABOROBB,RO
9597,BABOROBB,RO
11850,BABOROBB,RO
19313,BABOROBB,RO
22975,BABOROBB,RO
23171,BABOROBB,RO
34516,BABOROBB,RO
75939,BABOROBB,RO
83270,BABOROBB,RO
92632,BABOROBB,RO
139595,BABOROBB,RO
141699,BABOROBB,RO
149434,BABOROBB,RO
115997,BABOROBB,RO
122535,BABOROBB,RO
56432,BABOROBB,RO
57372,BABOROBB,RO
57892,BABOROBB,RO
58875,BABOROBB,RO
60772,BABOROBB,RO
66558,BABOROBB,RO
73570,BABOROBB,RO
100278,BABOROBB,RO
101454,BABOROBB,RO
1559,BABOROBB,RO
2789,BABOROBB,RO
10615,BABOROBB,RO
16954,BABOROBB,RO
18574,BABOROBB,RO
19189,BABOROBB,RO
27049,BABOROBB,RO
31489,BABOROBB,RO
35375,BABOROBB,RO
36733,BABOROBB,RO
37937,BABOROBB,RO
41597,BABOROBB,RO
46978,BABOROBB,RO
51479,BABOROBB,RO
55013,BABOROBB,RO
55371,BABOROBB,RO
77814,BABOROBB,RO
82258,BABOROBB,RO
82494,BABOROBB,RO
84752,BABOROBB,RO
89297,BABOROBB,RO
132236,BABOROBB,RO
136452,BABOROBB,RO
144236,BABOROBB,RO
113550,BABOROBB,RO
115038,BABOROBB,RO
119294,BABOROBB,RO
56438,BABOROBB,RO
58994,BABOROBB,RO
64073,BABOROBB,RO
69497,BABOROBB,RO
73353,BABOROBB,RO
73832,BABOROBB,RO
74749,BABOROBB,RO
94435,BABOROBB,RO
109235,BABOROBB,RO
7134,BABOROBB,RO
7631,BABOROBB,RO
10996,BABOROBB,RO
11095,BABOROBB,RO
13476,BABOROBB,RO
20372,BABOROBB,RO
21698,BABOROBB,RO
25850,BABOROBB,RO
29172,BABOROBB,RO
32392,BABOROBB,RO
34774,BABOROBB,RO
48934,BABOROBB,RO
49532,BABOROBB,RO
76049,BABOROBB,RO
79419,BABOROBB,RO
88330,BABOROBB,RO
131476,BABOROBB,RO
138637,BABOROBB,RO
140293,BABOROBB,RO
142493,BABOROBB,RO
142976,BABOROBB,RO
145539,BABOROBB,RO
149531,BABOROBB,RO
149857,BABOROBB,RO
113171,BABOROBB,RO
115914,BABOROBB,RO
118499,BABOROBB,RO
120272,BABOROBB,RO
120576,BABOROBB,RO
123475,BABOROBB,RO
124735,BABOROBB,RO
125052,BABOROBB,RO
125290,BABOROBB,RO
56639,BABOROBB,RO
65477,BABOROBB,RO
66852,BABOROBB,RO
69392,BABOROBB,RO
70119,BABOROBB,RO
73229,BABOROBB,RO
106972,BABOROBB,RO
107495,BABOROBB,RO
108855,BABOROBB,RO
110194,BABOROBB,RO
26712,BABOROBB,RO
37619,BABOROBB,RO
39234,BABOROBB,RO
46774,BABOROBB,RO
50151,BABOROBB,RO
54755,BABOROBB,RO
80916,BABOROBB,RO
84889,BABOROBB,RO
86115,BABOROBB,RO
131516,BABOROBB,RO
135794,BABOROBB,RO
137893,BABOROBB,RO
144994,BABOROBB,RO
120019,BABOROBB,RO
122557,BABOROBB,RO
72653,BABOROBB,RO
72993,BABOROBB,RO
101496,BABOROBB,RO
108013,BABOROBB,RO
26907,DEUTDEFF,DE
27081,DEUTDEFF,DE
55520,DEUTDEFF,DE
104440,DEUTDEFF,DE
136384,DEUTDEFF,DE
137867,DEUTDEFF,DE
140566,DEUTDEFF,DE
142340,DEUTDEFF,DE
145701,DEUTDEFF,DE
113008,DEUTDEFF,DE
121003,DEUTDEFF,DE
123601,DEUTDEFF,DE
72561,DEUTDEFF,DE
104363,DEUTDEFF,DE
108624,DEUTDEFF,DE
7362,DEUTDEFF,DE
20844,DEUTDEFF,DE
29547,DEUTDEFF,DE
33985,DEUTDEFF,DE
34206,DEUTDEFF,DE
56081,DEUTDEFF,DE
133064,DEUTDEFF,DE
122268,DEUTDEFF,DE
124805,DEUTDEFF,DE
59747,DEUTDEFF,DE
64924,DEUTDEFF,DE
102827,DEUTDEFF,DE
105724,DEUTDEFF,DE
32844,DEUTDEFF,DE
41924,DEUTDEFF,DE
46543,DEUTDEFF,DE
115407,DEUTDEFF,DE
130187,DEUTDEFF,DE
109985,DEUTDEFF,DE
5228,DEUTDEFF,DE
7885,DEUTDEFF,DE
9960,DEUTDEFF,DE
10025,DEUTDEFF,DE
11585,DEUTDEFF,DE
21488,DEUTDEFF,DE
25443,DEUTDEFF,DE
25640,DEUTDEFF,DE
46520,DEUTDEFF,DE
48463,DEUTDEFF,DE
50328,DEUTDEFF,DE
50588,DEUTDEFF,DE
56087,DEUTDEFF,DE
56088,DEUTDEFF,DE
75346,DEUTDEFF,DE
78222,DEUTDEFF,DE
79328,DEUTDEFF,DE
80426,DEUTDEFF,DE
82046,DEUTDEFF,DE
82223,DEUTDEFF,DE
82903,DEUTDEFF,DE
83342,DEUTDEFF,DE
83882,DEUTDEFF,DE
84605,DEUTDEFF,DE
87806,DEUTDEFF,DE
90221,DEUTDEFF,DE
91905,DEUTDEFF,DE
92383,DEUTDEFF,DE
135666,DEUTDEFF,DE
137624,DEUTDEFF,DE
138228,DEUTDEFF,DE
138360,DEUTDEFF,DE
138363,DEUTDEFF,DE
139062,DEUTDEFF,DE
140483,DEUTDEFF,DE
141608,DEUTDEFF,DE
147348,DEUTDEFF,DE
149026,DEUTDEFF,DE
122987,DEUTDEFF,DE
124887,DEUTDEFF,DE
125667,DEUTDEFF,DE
126145,DEUTDEFF,DE
126582,DEUTDEFF,DE
129987,DEUTDEFF,DE
56901,DEUTDEFF,DE
57421,DEUTDEFF,DE
58042,DEUTDEFF,DE
59063,DEUTDEFF,DE
60622,DEUTDEFF,DE
60645,DEUTDEFF,DE
63200,DEUTDEFF,DE
63408,DEUTDEFF,DE
68282,DEUTDEFF,DE
70581,DEUTDEFF,DE
71105,DEUTDEFF,DE
71202,DEUTDEFF,DE
72544,DEUTDEFF,DE
73326,DEUTDEFF,DE
73785,DEUTDEFF,DE
94502,DEUTDEFF,DE
95728,DEUTDEFF,DE
97102,DEUTDEFF,DE
101947,DEUTDEFF,DE
101964,DEUTDEFF,DE
102388,DEUTDEFF,DE
103144,DEUTDEFF,DE
103521,DEUTDEFF,DE
104481,DEUTDEFF,DE
108686,DEUTDEFF,DE
109222,DEUTDEFF,DE
109701,DEUTDEFF,DE
184,DEUTDEFF,DE
386,DEUTDEFF,DE
3281,DEUTDEFF,DE
5448,DEUTDEFF,DE
6062,DEUTDEFF,DE
8544,DEUTDEFF,DE
15584,DEUTDEFF,DE
17061,DEUTDEFF,DE
18323,DEUTDEFF,DE
18382,DEUTDEFF,DE
20340,DEUTDEFF,DE
24822,DEUTDEFF,DE
25003,DEUTDEFF,DE
29385,DEUTDEFF,DE
32304,DEUTDEFF,DE
33962,DEUTDEFF,DE
44645,DEUTDEFF,DE
46307,DEUTDEFF,DE
54341,DEUTDEFF,DE
76281,DEUTDEFF,DE
82085,DEUTDEFF,DE
83027,DEUTDEFF,DE
87808,DEUTDEFF,DE
91468,DEUTDEFF,DE
91604,DEUTDEFF,DE
92444,DEUTDEFF,DE
138445,DEUTDEFF,DE
143125,DEUTDEFF,DE
145360,DEUTDEFF,DE
146828,DEUTDEFF,DE
116381,DEUTDEFF,DE
125160,DEUTDEFF,DE
126922,DEUTDEFF,DE
128705,DEUTDEFF,DE
129466,DEUTDEFF,DE
131205,DEUTDEFF,DE
57066,DEUTDEFF,DE
60687,DEUTDEFF,DE
68203,DEUTDEFF,DE
94980,DEUTDEFF,DE
95644,DEUTDEFF,DE
96822,DEUTDEFF,DE
98421,DEUTDEFF,DE
100988,DEUTDEFF,DE
101585,DEUTDEFF,DE
103427,DEUTDEFF,DE
105487,DEUTDEFF,DE
109585,DEUTDEFF,DE
110445,DEUTDEFF,DE
5901,DEUTDEFF,DE
6148,DEUTDEFF,DE
9368,DEUTDEFF,DE
11220,DEUTDEFF,DE
27406,DEUTDEFF,DE
48583,DEUTDEFF,DE
48745,DEUTDEFF,DE
75247,DEUTDEFF,DE
76463,DEUTDEFF,DE
79764,DEUTDEFF,DE
80623,DEUTDEFF,DE
86481,DEUTDEFF,DE
89725,DEUTDEFF,DE
91903,DEUTDEFF,DE
92623,DEUTDEFF,DE
139087,DEUTDEFF,DE
130081,DEUTDEFF,DE
130882,DEUTDEFF,DE
96182,DEUTDEFF,DE
103925,DEUTDEFF,DE
109865,DEUTDEFF,DE
36980,DEUTDEFF,DE
44084,DEUTDEFF,DE
83788,DEUTDEFF,DE
137402,DEUTDEFF,DE
143147,DEUTDEFF,DE
145400,DEUTDEFF,DE
122468,DEUTDEFF,DE
124186,DEUTDEFF,DE
124324,DEUTDEFF,DE
60422,DEUTDEFF,DE
60603,DEUTDEFF,DE
107286,DEUTDEFF,DE
1301,DEUTDEFF,DE
1442,DEUTDEFF,DE
5888,DEUTDEFF,DE
9128,DEUTDEFF,DE
15184,DEUTDEFF,DE
22664,DEUTDEFF,DE
24606,DEUTDEFF,DE
32507,DEUTDEFF,DE
34121,DEUTDEFF,DE
36743,DEUTDEFF,DE
50825,DEUTDEFF,DE
78166,DEUTDEFF,DE
79724,DEUTDEFF,DE
84344,DEUTDEFF,DE
88303,DEUTDEFF,DE
135842,DEUTDEFF,DE
127681,DEUTDEFF,DE
128347,DEUTDEFF,DE
67040,DEUTDEFF,DE
98207,DEUTDEFF,DE
820,DEUTDEFF,DE
2125,DEUTDEFF,DE
7906,DEUTDEFF,DE
7943,DEUTDEFF,DE
8524,DEUTDEFF,DE
9641,DEUTDEFF,DE
10585,DEUTDEFF,DE
11160,DEUTDEFF,DE
12784,DEUTDEFF,DE
12944,DEUTDEFF,DE
15043,DEUTDEFF,DE
16620,DEUTDEFF,DE
17483,DEUTDEFF,DE
19743,DEUTDEFF,DE
20208,DEUTDEFF,DE
21105,DEUTDEFF,DE
21862,DEUTDEFF,DE
22640,DEUTDEFF,DE
22888,DEUTDEFF,DE
23605,DEUTDEFF,DE
23768,DEUTDEFF,DE
23807,DEUTDEFF,DE
24868,DEUTDEFF,DE
24923,DEUTDEFF,DE
26822,DEUTDEFF,DE
27062,DEUTDEFF,DE
38265,DEUTDEFF,DE
39505,DEUTDEFF,DE
39703,DEUTDEFF,DE
41582,DEUTDEFF,DE
42448,DEUTDEFF,DE
45381,DEUTDEFF,DE
45764,DEUTDEFF,DE
47681,DEUTDEFF,DE
49025,DEUTDEFF,DE
50405,DEUTDEFF,DE
54920,DEUTDEFF,DE
75926,DEUTDEFF,DE
78544,DEUTDEFF,DE
78940,DEUTDEFF,DE
79504,DEUTDEFF,DE
85545,DEUTDEFF,DE
87564,DEUTDEFF,DE
132203,DEUTDEFF,DE
132365,DEUTDEFF,DE
136107,DEUTDEFF,DE
139188,DEUTDEFF,DE
139243,DEUTDEFF,DE
139943,DEUTDEFF,DE
140120,DEUTDEFF,DE
141367,DEUTDEFF,DE
143481,DEUTDEFF,DE
145524,DEUTDEFF,DE
148365,DEUTDEFF,DE
112961,DEUTDEFF,DE
116747,DEUTDEFF,DE
118168,DEUTDEFF,DE
119020,DEUTDEFF,DE
119600,DEUTDEFF,DE
119607,DEUTDEFF,DE
119621,DEUTDEFF,DE
124280,DEUTDEFF,DE
125067,DEUTDEFF,DE
125486,DEUTDEFF,DE
125528,DEUTDEFF,DE
127302,DEUTDEFF,DE
127606,DEUTDEFF,DE
128588,DEUTDEFF,DE
57428,DEUTDEFF,DE
58882,DEUTDEFF,DE
62167,DEUTDEFF,DE
62583,DEUTDEFF,DE
62848,DEUTDEFF,DE
63083,DEUTDEFF,DE
64081,DEUTDEFF,DE
65022,DEUTDEFF,DE
65567,DEUTDEFF,DE
66106,DEUTDEFF,DE
66461,DEUTDEFF,DE
67224,DEUTDEFF,DE
68184,DEUTDEFF,DE
68944,DEUTDEFF,DE
70026,DEUTDEFF,DE
74044,DEUTDEFF,DE
93820,DEUTDEFF,DE
95960,DEUTDEFF,DE
98007,DEUTDEFF,DE
99081,DEUTDEFF,DE
104086,DEUTDEFF,DE
105701,DEUTDEFF,DE
108861,DEUTDEFF,DE
108984,DEUTDEFF,DE
110926,DEUTDEFF,DE
111285,DEUTDEFF,DE
3266,DEUTDEFF,DE
3601,DEUTDEFF,DE
5020,DEUTDEFF,DE
10661,DEUTDEFF,DE
12642,DEUTDEFF,DE
14583,DEUTDEFF,DE
16948,DEUTDEFF,DE
24841,DEUTDEFF,DE
25323,DEUTDEFF,DE
26324,DEUTDEFF,DE
26364,DEUTDEFF,DE
27526,DEUTDEFF,DE
27968,DEUTDEFF,DE
28100,DEUTDEFF,DE
28867,DEUTDEFF,DE
29200,DEUTDEFF,DE
30341,DEUTDEFF,DE
31403,DEUTDEFF,DE
32006,DEUTDEFF,DE
32142,DEUTDEFF,DE
32927,DEUTDEFF,DE
34461,DEUTDEFF,DE
35144,DEUTDEFF,DE
37342,DEUTDEFF,DE
39768,DEUTDEFF,DE
40067,DEUTDEFF,DE
41500,DEUTDEFF,DE
44380,DEUTDEFF,DE
49165,DEUTDEFF,DE
49224,DEUTDEFF,DE
51027,DEUTDEFF,DE
55085,DEUTDEFF,DE
76508,DEUTDEFF,DE
77620,DEUTDEFF,DE
81421,DEUTDEFF,DE
87740,DEUTDEFF,DE
90925,DEUTDEFF,DE
91266,DEUTDEFF,DE
131866,DEUTDEFF,DE
134547,DEUTDEFF,DE
136602,DEUTDEFF,DE
137804,DEUTDEFF,DE
137886,DEUTDEFF,DE
141526,DEUTDEFF,DE
142767,DEUTDEFF,DE
146304,DEUTDEFF,DE
147227,DEUTDEFF,DE
147260,DEUTDEFF,DE
149423,DEUTDEFF,DE
116587,DEUTDEFF,DE
117843,DEUTDEFF,DE
118163,DEUTDEFF,DE
118182,DEUTDEFF,DE
119263,DEUTDEFF,DE
127901,DEUTDEFF,DE
129781,DEUTDEFF,DE
58361,DEUTDEFF,DE
58580,DEUTDEFF,DE
60140,DEUTDEFF,DE
61006,DEUTDEFF,DE
61283,DEUTDEFF,DE
63326,DEUTDEFF,DE
63606,DEUTDEFF,DE
64523,DEUTDEFF,DE
67167,DEUTDEFF,DE
67301,DEUTDEFF,DE
68080,DEUTDEFF,DE
68941,DEUTDEFF,DE
96042,DEUTDEFF,DE
97361,DEUTDEFF,DE
99765,DEUTDEFF,DE
99802,DEUTDEFF,DE
102423,DEUTDEFF,DE
105464,DEUTDEFF,DE
107404,DEUTDEFF,DE
107485,DEUTDEFF,DE
110964,DEUTDEFF,DE
112388,DEUTDEFF,DE
4268,DEUTDEFF,DE
5742,DEUTDEFF,DE
5824,DEUTDEFF,DE
7124,DEUTDEFF,DE
7927,DEUTDEFF,DE
8967,DEUTDEFF,DE
10721,DEUTDEFF,DE
12764,DEUTDEFF,DE
13448,DEUTDEFF,DE
14285,DEUTDEFF,DE
16982,DEUTDEFF,DE
18502,DEUTDEFF,DE
19007,DEUTDEFF,DE
22524,DEUTDEFF,DE
25625,DEUTDEFF,DE
26487,DEUTDEFF,DE
26564,DEUTDEFF,DE
27107,DEUTDEFF,DE
28347,DEUTDEFF,DE
28444,DEUTDEFF,DE
28504,DEUTDEFF,DE
33362,DEUTDEFF,DE
37027,DEUTDEFF,DE
40202,DEUTDEFF,DE
45180,DEUTDEFF,DE
47844,DEUTDEFF,DE
47867,DEUTDEFF,DE
49360,DEUTDEFF,DE
49388,DEUTDEFF,DE
53485,DEUTDEFF,DE
53668,DEUTDEFF,DE
54105,DEUTDEFF,DE
56207,DEUTDEFF,DE
77301,DEUTDEFF,DE
80288,DEUTDEFF,DE
81162,DEUTDEFF,DE
81543,DEUTDEFF,DE
83105,DEUTDEFF,DE
83361,DEUTDEFF,DE
84428,DEUTDEFF,DE
87504,DEUTDEFF,DE
88706,DEUTDEFF,DE
131406,DEUTDEFF,DE
134982,DEUTDEFF,DE
136764,DEUTDEFF,DE
142801,DEUTDEFF,DE
145006,DEUTDEFF,DE
145180,DEUTDEFF,DE
146423,DEUTDEFF,DE
148947,DEUTDEFF,DE
112568,DEUTDEFF,DE
112962,DEUTDEFF,DE
118962,DEUTDEFF,DE
120944,DEUTDEFF,DE
123541,DEUTDEFF,DE
124042,DEUTDEFF,DE
124122,DEUTDEFF,DE
125783,DEUTDEFF,DE
129163,DEUTDEFF,DE
129527,DEUTDEFF,DE
58444,DEUTDEFF,DE
62144,DEUTDEFF,DE
64142,DEUTDEFF,DE
65907,DEUTDEFF,DE
68524,DEUTDEFF,DE
69064,DEUTDEFF,DE
69200,DEUTDEFF,DE
70305,DEUTDEFF,DE
70604,DEUTDEFF,DE
72062,DEUTDEFF,DE
72382,DEUTDEFF,DE
73182,DEUTDEFF,DE
74047,DEUTDEFF,DE
74608,DEUTDEFF,DE
74764,DEUTDEFF,DE
95820,DEUTDEFF,DE
96566,DEUTDEFF,DE
96943,DEUTDEFF,DE
98823,DEUTDEFF,DE
103580,DEUTDEFF,DE
104241,DEUTDEFF,DE
105741,DEUTDEFF,DE
108067,DEUTDEFF,DE
5328,DEUTDEFF,DE
6386,DEUTDEFF,DE
6388,DEUTDEFF,DE
11608,DEUTDEFF,DE
14920,DEUTDEFF,DE
18107,DEUTDEFF,DE
18146,DEUTDEFF,DE
24860,DEUTDEFF,DE
27563,DEUTDEFF,DE
29065,DEUTDEFF,DE
29868,DEUTDEFF,DE
32087,DEUTDEFF,DE
35082,DEUTDEFF,DE
44867,DEUTDEFF,DE
45088,DEUTDEFF,DE
48647,DEUTDEFF,DE
51264,DEUTDEFF,DE
52841,DEUTDEFF,DE
54586,DEUTDEFF,DE
55840,DEUTDEFF,DE
79088,DEUTDEFF,DE
132608,DEUTDEFF,DE
143701,DEUTDEFF,DE
146165,DEUTDEFF,DE
146546,DEUTDEFF,DE
147507,DEUTDEFF,DE
113003,DEUTDEFF,DE
114185,DEUTDEFF,DE
119305,DEUTDEFF,DE
121688,DEUTDEFF,DE
123442,DEUTDEFF,DE
125321,DEUTDEFF,DE
127386,DEUTDEFF,DE
128600,DEUTDEFF,DE
129484,DEUTDEFF,DE
56768,DEUTDEFF,DE
59301,DEUTDEFF,DE
64126,DEUTDEFF,DE
67480,DEUTDEFF,DE
71460,DEUTDEFF,DE
72105,DEUTDEFF,DE
73147,DEUTDEFF,DE
99145,DEUTDEFF,DE
107664,DEUTDEFF,DE
108443,DEUTDEFF,DE
108548,DEUTDEFF,DE
109660,DEUTDEFF,DE
33565,DEUTDEFF,DE
47546,DEUTDEFF,DE
126562,DEUTDEFF,DE
1867,DEUTDEFF,DE
3545,DEUTDEFF,DE
4008,DEUTDEFF,DE
5046,DEUTDEFF,DE
5766,DEUTDEFF,DE
15484,DEUTDEFF,DE
19061,DEUTDEFF,DE
22620,DEUTDEFF,DE
26223,DEUTDEFF,DE
29480,DEUTDEFF,DE
34686,DEUTDEFF,DE
39621,DEUTDEFF,DE
44384,DEUTDEFF,DE
51403,DEUTDEFF,DE
76601,DEUTDEFF,DE
81541,DEUTDEFF,DE
82645,DEUTDEFF,DE
88947,DEUTDEFF,DE
91401,DEUTDEFF,DE
92643,DEUTDEFF,DE
133843,DEUTDEFF,DE
135981,DEUTDEFF,DE
136507,DEUTDEFF,DE
139447,DEUTDEFF,DE
